管轄分団,出火日時,注意報１,注意報２,注意報３,注意報４,注意報５,警報１,警報２,警報３,警報４,警報５,建物番号,火元区分,焼損程度,構造,焼損　床面積（㎡）,焼損　表面積（㎡）,火災種別,出火原因,天気,気温,相対湿度,火災警報,風位,風速,積雪量
第１方面隊金池分団,9月5日,雷,波浪,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,32,47,発令無,南南東,5,
,11月30日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,10,90,発令無,南,1,
第２方面隊鶴崎分団,10月8日,乾燥,波浪,,,,,,,,,,,,,,,車両火災,その他,晴,14,87,発令無,無風状態,0,
第８方面隊野津原東部分団,10月25日,濃霧,,,,,,,,,,,,,,,,林野火災,たき火,晴,16,67,発令無,南,1,
第１方面隊桃園分団,7月22日,雷,,,,,,,,,,,,,,,,車両火災,その他,晴,30,76,発令無,北西,2,
第６方面隊坂ノ市分団,10月1日,雷,波浪,注意報,,,,,,,,,,,,,,その他の火災,放火,曇,19,98,発令無,南南東,1,0
第６方面隊丹生分団,9月6日,強風,雷,波浪,注意報,,,,,,,1,類焼,部分焼,その他の建築物,,3,その他の火災,たき火,雨,27,82,発令無,南南東,3,
第１方面隊中島分団,7月23日,雷,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,灯火,晴,31,71,発令無,北,1,
第４方面隊東稙田分団,10月29日,霜,,,,,,,,,,1,火元,部分焼,木造建築物,1,,建物火災,電気機器,晴,11,65,発令無,南,1,
第２方面隊別保分団,12月1日,,,,,,,,,,,1,火元,部分焼,木造建築物,1,,建物火災,ストーブ,曇,8,97,発令無,南南東,2,
第４方面隊稙田西部分団,7月31日,雷,注意報,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,電気機器,晴,32,46,発令無,北東,1,
#VALUE!,8月20日,雷,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,電気機器,晴,31,60,発令無,西北西,2,
第１方面隊南大分分団,9月20日,乾燥,,,,,,,,,,1,火元,部分焼,耐火建築物,,1,建物火災,たばこ,晴,29,45,発令無,南東,3,
第２方面隊明治分団,10月6日,乾燥,注意報,,,,,,,,,,,,,,,車両火災,排気管,曇,21,58,発令無,北東,1,
第１方面隊桃園分団,10月11日,,,,,,,,,,,,,,,,,その他の火災,放火,曇,17,77,発令無,南,1,
第１方面隊東大分分団,10月18日,,,,,,,,,,,,,,,,,車両火災,その他,晴,25,79,発令無,東,2,
,9月15日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,0,建物火災,その他,雨,24,70,発令無,南南東,1,
第１方面隊日岡分団,8月23日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,火あそび,晴,30,54,発令無,東北東,3,
第１方面隊東大分分団,10月29日,霜,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,ボイラー,曇,15,76,発令無,南南西,2,
第１方面隊金池分団,12月1日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,晴,15,81,発令無,南南東,1,
第２方面隊別保分団,8月4日,波浪,注意報,,,,,,,,,1,火元,部分焼,防火構造建築物,13,,建物火災,灯火,晴,29,65,発令無,東南東,4,
第１方面隊南大分分団,10月11日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,放火,晴,-99,999,発令無,風向不明,99,
第１方面隊春日分団,10月7日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,たばこ,晴,20,63,発令無,北北西,2,
第１方面隊中島分団,10月20日,,,,,,,,,,,1,火元,全焼,木造建築物,133,,建物火災,灯火,曇,19,86,発令無,西,1,
第１方面隊中島分団,10月20日,,,,,,,,,,,2,類焼,部分焼,木造建築物,,4,建物火災,灯火,曇,19,86,発令無,西,1,
第１方面隊桃園分団,7月24日,雷,,,,,,,,,,,,,,,,その他の火災,火あそび,曇,31,81,発令無,北西,2,
第２方面隊川添分団,9月22日,,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,25,64,発令無,南南東,1,
第１方面隊滝尾分団,9月9日,,,,,,,,,,,1,火元,全焼,防火構造建築物,155,,建物火災,電灯・電話等の配線,晴,26,52,発令無,北北西,3,
第１方面隊南大分分団,12月3日,濃霧,注意報,,,,,,,,,1,火元,全焼,木造建築物,136,,建物火災,不明・調査中,霧雨,16,99,発令無,南,0,
第１方面隊南大分分団,7月1日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,放火,不明,-99,999,発令無,風向不明,99,
第３方面隊竹中分団,10月29日,波浪,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,放火,晴,21,55,発令無,北北西,2,
第５方面隊大在西分団,7月25日,大雨,雷,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,たばこ,雨,29,91,発令無,北西,1,
第１方面隊滝尾分団,9月18日,乾燥,,,,,,,,,,,,,,,,その他の火災,焼却炉,曇,25,56,発令無,南,2,
第６方面隊丹生分団,10月8日,,,,,,乾燥,,,,,,,,,,,その他の火災,たき火,晴,22,47,発令無,北,1,
,10月29日,霜,注意報,,,,,,,,,,,,,,,車両火災,内燃機関,晴,14,78,発令無,南,3,
第４方面隊賀来分団,9月23日,,,,,,,,,,,,,,,,,林野火災,たき火,晴,27,63,発令無,西北西,1,0
第２方面隊松岡分団,8月4日,波浪,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,31,55,発令無,東,5,
第１方面隊八幡分団,7月31日,,,,,,,,,,,1,火元,全焼,木造建築物,279,0,建物火災,こんろ,晴,30,84,発令無,無風状態,0,
第１方面隊南大分分団,10月9日,乾燥,注意報,,,,,,,,,1,火元,全焼,防火構造建築物,55,,建物火災,電灯・電話等の配線,晴,23,46,発令無,北東,2,
第１方面隊金池分団,9月24日,波浪,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,放火,晴,23,64,発令無,南東,2,
第３方面隊竹中分団,9月17日,乾燥,,,,,,,,,,1,火元,ぼや,その他の建築物,,,建物火災,不明・調査中,晴,22,62,発令無,北北西,2,
第２方面隊松岡分団,10月31日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,その他,雨,21,69,発令無,西北西,1,
第１方面隊南大分分団,10月9日,乾燥,注意報,,,,,,,,,2,類焼,ぼや,防火構造建築物,0,1,建物火災,電灯・電話等の配線,晴,23,46,発令無,北東,2,
第１方面隊八幡分団,7月31日,,,,,,,,,,,2,類焼,ぼや,木造建築物,0,0,建物火災,こんろ,晴,30,84,発令無,無風状態,0,
第１方面隊南大分分団,10月9日,乾燥,注意報,,,,,,,,,3,類焼,ぼや,木造建築物,0,1,建物火災,電灯・電話等の配線,晴,23,46,発令無,北東,2,
第１方面隊八幡分団,12月8日,強風,波浪,,,,,,,,,,,,,,,車両火災,その他,曇,6,81,発令無,北西,5,
第１方面隊滝尾分団,9月21日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,31,53,発令無,北北東,3,
第２方面隊三佐分団,10月13日,乾燥,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,16,67,発令無,西,1,
第２方面隊三佐分団,8月17日,雷,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,32,53,発令無,南南西,4,
第２方面隊松岡分団,11月5日,,,,,,,,,,,,,,,,,その他の火災,放火,晴,20,50,発令無,東北東,1,0
第２方面隊明治分団,8月11日,雷,注意報,,,,,,,,,1,火元,部分焼,耐火建築物,2,,建物火災,こんろ,晴,32,50,発令無,北北西,3,
第１方面隊金池分団,12月9日,,,,,,,,,,,1,火元,ぼや,木造建築物,,,建物火災,こんろ,晴,6,66,発令無,北西,2,
第５方面隊大在西分団,10月10日,,,,,,,,,,,1,火元,ぼや,防火構造建築物,,0,建物火災,溶接機・切断機,曇,23,64,発令無,北,1,
第２方面隊別保分団,9月23日,,,,,,,,,,,1,火元,全焼,木造建築物,87,,建物火災,たばこ,晴,25,68,発令無,北東,3,
第４方面隊東稙田分団,10月14日,,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,3,,建物火災,放火,晴,11,76,発令無,南,1,0
第１方面隊大道分団,11月12日,霜,濃霧,,,,,,,,,1,火元,部分焼,耐火建築物,141,,建物火災,たばこ,快晴,10,96,発令無,南,1,0
第１方面隊南大分分団,9月26日,強風,波浪,注意報,,,,,,,,1,火元,全焼,木造建築物,121,,建物火災,こんろ,晴,24,33,発令無,北北西,3,
第２方面隊別保分団,9月23日,,,,,,,,,,,2,類焼,部分焼,木造建築物,,8,建物火災,たばこ,晴,25,68,発令無,北東,3,
第２方面隊別保分団,9月23日,,,,,,,,,,,3,類焼,部分焼,木造建築物,,2,建物火災,たばこ,晴,25,68,発令無,北東,3,
第１方面隊春日分団,11月4日,霜,波浪,注意報,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,12,64,発令無,南南西,2,
第１方面隊金池分団,7月31日,雷,,,,,,,,,,,,,,,,車両火災,その他,晴,31,80,発令無,北西,1,
第１方面隊桃園分団,9月26日,乾燥,波浪,,,,,,,,,,,,,,,その他の火災,,晴,22,60,発令無,北北西,1,
第７方面隊佐賀関下浦分団,12月14日,乾燥,,,,,,,,,,1,火元,部分焼,耐火建築物,18,,建物火災,灯火,晴,10,48,発令無,北西,3,
第１方面隊滝尾分団,11月5日,乾燥,波浪,,,,,,,,,1,火元,ぼや,木造建築物,,1,建物火災,放火,晴,19,55,発令無,北,0,
第１方面隊滝尾分団,8月7日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,その他,曇,30,78,発令無,北西,5,
第１方面隊中島分団,9月23日,,,,,,,,,,,1,火元,半焼,防火構造建築物,49,,建物火災,配線器具,晴,25,67,発令無,北北西,2,
第３方面隊戸次分団,10月13日,乾燥,注意報,,,,,,,,,1,類焼,全焼,木造建築物,75,,建物火災,たき火,晴,20,51,発令無,東北東,2,
第１方面隊中島分団,9月23日,,,,,,,,,,,2,類焼,ぼや,防火構造建築物,,0,建物火災,配線器具,晴,25,67,発令無,北北西,2,
第３方面隊戸次分団,10月13日,乾燥,注意報,,,,,,,,,2,類焼,全焼,その他の建築物,32,,建物火災,たき火,晴,20,51,発令無,東北東,2,
第１方面隊中島分団,9月23日,,,,,,,,,,,3,類焼,ぼや,防火構造建築物,,1,建物火災,配線器具,晴,25,67,発令無,北北西,2,
第２方面隊明治分団,10月6日,波浪,注意報,,,,,,,,,,,,,,,車両火災,マッチ・ライター,曇,23,87,発令無,東北東,4,
第２方面隊鶴崎分団,10月6日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,15,70,発令無,南南西,2,0
第１方面隊滝尾分団,10月14日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,20,51,発令無,東北東,2,
,11月12日,濃霧,,,,,,,,,,,,,,,,車両火災,その他,晴,10,93,発令無,南,2,
第６方面隊坂ノ市分団,8月29日,波浪,注意報,,,,,,,,,,,,,,,その他の火災,焼却炉,晴,26,66,発令無,南南西,1,
第６方面隊丹生分団,10月18日,乾燥,霜,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,不明・調査中,晴,15,75,発令無,南,1,
第２方面隊別保分団,10月13日,,,,,,,,,,,1,火元,ぼや,木造建築物,,1,建物火災,こんろ,快晴,22,40,発令無,無風状態,0,
第６方面隊坂ノ市分団,10月17日,強風,雷,波浪,注意報,,,,,,,1,火元,半焼,準耐火建築物（非木造）,724,,建物火災,衝突の火花,雨,19,89,発令無,無風状態,0,
第７方面隊志生木分団,10月8日,注意報,,,,,,,,,,,,,,,,その他の火災,配線器具,雨,19,91,発令無,南,2,
第１方面隊中島分団,11月7日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,快晴,18,54,発令無,北西,1,
第４方面隊賀来分団,8月12日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,28,74,発令無,北西,2,
第４方面隊賀来分団,11月13日,,,,,,,,,,,,,,,,,車両火災,その他,晴,19,82,発令無,北北西,0,
第４方面隊東稙田分団,9月24日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,24,60,発令無,南西,2,
第１方面隊八幡分団,12月14日,乾燥,,,,,,,,,,,,,,,,その他の火災,放火,曇,9,57,発令無,北西,4,
第１方面隊滝尾分団,8月31日,,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,30,59,発令無,無風状態,0,
第７方面隊佐賀関上浦分団,9月3日,大雨,雷,注意報,,,暴風,波浪,警報,,,1,火元,ぼや,準耐火建築物（非木造）,,1,建物火災,その他,雨,27,71,発令無,西北西,9,
第４方面隊賀来分団,11月7日,,,,,,,,,,,1,火元,全焼,その他の建築物,14,,建物火災,取灰,晴,13,68,発令無,南南東,1,
第２方面隊明治分団,11月16日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,灯火,晴,13,80,発令無,北西,1,
第４方面隊東稙田分団,10月17日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,その他の建築物,,,建物火災,その他,晴,18,85,発令無,南,2,
,8月13日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,その他,晴,25,83,発令無,無風状態,0,
第４方面隊東稙田分団,12月21日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,不明・調査中,曇,14,91,発令無,東,2,
第１方面隊滝尾分団,10月10日,強風,波浪,注意報,,,,,,,,1,火元,全焼,準耐火建築物（木造）,137,,建物火災,不明・調査中,晴,21,71,発令無,西北西,3,
第１方面隊滝尾分団,10月10日,強風,波浪,注意報,,,,,,,,2,類焼,部分焼,準耐火建築物（非木造）,0,14,建物火災,不明・調査中,晴,21,71,発令無,西北西,3,
第１方面隊滝尾分団,10月10日,強風,波浪,注意報,,,,,,,,3,類焼,ぼや,木造建築物,0,0,建物火災,不明・調査中,晴,21,71,発令無,西北西,3,
第１方面隊滝尾分団,10月10日,強風,波浪,注意報,,,,,,,,4,類焼,ぼや,木造建築物,0,0,建物火災,不明・調査中,晴,21,71,発令無,西北西,3,
第１方面隊滝尾分団,10月10日,強風,波浪,注意報,,,,,,,,5,類焼,ぼや,木造建築物,0,0,建物火災,不明・調査中,晴,21,71,発令無,西北西,3,
第３方面隊竹中分団,10月19日,,,,,,,,,,,,,,,,,その他の火災,こんろ,晴,20,82,発令無,無風状態,0,
第４方面隊賀来分団,10月14日,波浪,,,,,,,,,,,,,,,,車両火災,その他,晴,24,59,発令無,東北東,3,
第３方面隊戸次分団,9月25日,,,,,,,,,,,,,,,,,林野火災,不明・調査中,晴,27,58,発令無,北北東,2,
第２方面隊三佐分団,9月5日,,,,,,,,,,,1,火元,ぼや,その他の建築物,1,,建物火災,不明・調査中,曇,24,69,発令無,西北西,4,
第１方面隊東大分分団,8月13日,,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,3,,建物火災,こんろ,晴,27,72,発令無,無風状態,0,
第１方面隊中島分団,10月19日,波浪,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,雨,17,86,発令無,無風状態,0,
第４方面隊東稙田分団,10月1日,雷,,,,,,,,,,1,火元,部分焼,耐火建築物,6,,建物火災,こんろ,曇,26,69,発令無,北北東,1,
第１方面隊春日分団,11月10日,,,,,,,,,,,1,火元,部分焼,耐火建築物,,2,建物火災,不明・調査中,晴,13,74,発令無,南,2,
第１方面隊金池分団,11月18日,強風,波浪,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,こんろ,雨,17,88,発令無,南南東,1,
第１方面隊桃園分団,12月25日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,11,51,発令無,東北東,1,0
第６方面隊丹生分団,10月29日,乾燥,,,,,,,,,,,,,,,,車両火災,排気管,晴,20,42,発令無,北西,2,
第２方面隊鶴崎分団,10月19日,強風,波浪,,,,,,,,,,,,,,,その他の火災,その他,曇,17,65,発令無,北西,5,
第１方面隊桃園分団,10月19日,,,,,,,,,,,,,,,,,その他の火災,不明・調査中,曇,22,60,発令無,北北東,2,
第１方面隊中島分団,11月14日,乾燥,霜,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,,5,建物火災,その他,晴,8,72,発令無,南南東,3,
第５方面隊大在東分団,10月11日,乾燥,,,,,,,,,,1,火元,部分焼,耐火建築物,20,,建物火災,配線器具,晴,14,71,発令無,南西,2,
#VALUE!,10月19日,乾燥,,,,,,,,,,1,火元,部分焼,その他の建築物,,10,建物火災,,曇,22,59,発令無,東北東,3,
第２方面隊鶴崎分団,11月22日,,,,,,,,,,,1,火元,部分焼,木造建築物,2,,建物火災,電気機器,晴,17,95,発令無,北,1,
第６方面隊坂ノ市分団,11月1日,,,,,,,,,,,1,火元,ぼや,木造建築物,0,,建物火災,こんろ,雨,16,82,発令無,西北西,0,0
第２方面隊別保分団,12月25日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（木造）,0,0,建物火災,電気機器,晴,11,61,発令無,無風状態,0,
第２方面隊別保分団,9月22日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,0,建物火災,電気機器,晴,20,63,発令無,北西,4,
第２方面隊三佐分団,8月18日,雷,,,,,,,,,,,,,,,,その他の火災,たき火,晴,31,63,発令無,北西,1,
第１方面隊南大分分団,10月24日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,18,40,発令無,北東,1,
第４方面隊賀来分団,10月22日,波浪,注意報,,,,,,,,,,,,,,,車両火災,排気管,晴,23,63,発令無,北北西,2,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,1,火元,全焼,木造建築物,190,,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊金池分団,11月8日,,,,,,,,,,,1,火元,部分焼,耐火建築物,26,,建物火災,配線器具,曇,23,81,発令無,東,1,
第１方面隊大道分団,10月12日,乾燥,,,,,,,,,,1,火元,部分焼,耐火建築物,2,,建物火災,火あそび,晴,22,54,発令無,北,3,
第３方面隊戸次分団,11月28日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,晴,13,58,発令無,北北西,2,
第１方面隊春日分団,8月20日,,,,,,,,,,,1,火元,全焼,木造建築物,119,,建物火災,不明・調査中,晴,27,86,発令無,南南東,2,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,2,類焼,部分焼,木造建築物,12,,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊春日分団,8月20日,,,,,,,,,,,2,類焼,全焼,木造建築物,99,,建物火災,不明・調査中,晴,27,86,発令無,南南東,2,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,3,類焼,ぼや,木造建築物,,0,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊春日分団,8月20日,,,,,,,,,,,3,類焼,部分焼,準耐火建築物（非木造）,15,,建物火災,不明・調査中,晴,27,86,発令無,南南東,2,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,4,類焼,部分焼,木造建築物,,3,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,5,類焼,部分焼,木造建築物,,2,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,6,類焼,ぼや,木造建築物,,1,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,7,類焼,ぼや,木造建築物,,,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊金池分団,11月9日,乾燥,霜,波浪,,,,,,,,8,類焼,ぼや,木造建築物,,,建物火災,電灯・電話等の配線,晴,16,57,発令無,北西,1,
第１方面隊中島分団,10月20日,波浪,,,,,,,,,,,,,,,,車両火災,,晴,22,65,発令無,北,2,
第７方面隊佐賀関上浦分団,10月23日,雷,波浪,,,,,,,,,,,,,,,車両火災,電気装置,雨,18,88,発令無,西北西,3,
第４方面隊稙田西部分団,9月27日,,,,,,,,,,,,,,,,,車両火災,不明・調査中,晴,22,73,発令無,南,1,
第２方面隊高田分団,11月21日,乾燥,,,,,,,,,,,,,,,,その他の火災,取灰,晴,16,55,発令無,東南東,0,
第１方面隊大道分団,8月22日,雷,,,,,,,,,,1,火元,半焼,木造建築物,238,0,建物火災,電灯・電話等の配線,晴,33,80,発令無,北西,5,
第５方面隊大在西分団,11月30日,雷,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,配線器具,雨,15,89,発令無,南西,1,
第１方面隊南大分分団,10月15日,乾燥,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,6,,建物火災,その他,快晴,16,66,発令無,南西,1,
第１方面隊東大分分団,10月2日,,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,こんろ,晴,20,60,発令無,北西,6,
第２方面隊明治分団,10月25日,強風,大雨,,,,波浪,,,,,1,火元,全焼,防火構造建築物,80,,建物火災,不明・調査中,雨,18,86,発令無,北西,3,
第２方面隊明治分団,10月25日,強風,大雨,,,,波浪,,,,,2,類焼,部分焼,防火構造建築物,,2,建物火災,不明・調査中,雨,18,86,発令無,北西,3,
第２方面隊明治分団,10月25日,強風,大雨,,,,波浪,,,,,3,類焼,部分焼,防火構造建築物,,2,建物火災,不明・調査中,雨,18,86,発令無,北西,3,
第１方面隊中島分団,11月28日,,,,,,,,,,,,,,,,,車両火災,その他,晴,12,63,発令無,北西,2,0
第１方面隊日岡分団,10月23日,,,,,,,,,,,,,,,,,その他の火災,マッチ・ライター,曇,22,64,発令無,北,2,
第１方面隊大道分団,11月10日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,16,38,発令無,西北西,4,
第４方面隊賀来分団,11月11日,強風,濃霧,波浪,注意報,,,,,,,,,,,,,その他の火災,その他,曇,16,78,発令無,北西,1,
第１方面隊大道分団,11月1日,霜,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,放火の疑い,晴,16,38,発令無,西北西,4,
第４方面隊東稙田分団,11月29日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,電灯・電話等の配線,晴,14,52,発令無,北西,2,
第２方面隊明治分団,10月29日,濃霧,,,,,,,,,,1,火元,部分焼,耐火建築物,1,0,建物火災,電気機器,晴,17,56,発令無,南東,1,
第１方面隊八幡分団,10月22日,雷,波浪,,,,,,,,,1,火元,部分焼,木造建築物,6,,建物火災,火あそび,晴,24,69,発令無,南,2,
第４方面隊東稙田分団,8月29日,,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,15,,建物火災,不明・調査中,晴,29,75,発令無,無風状態,0,
,12月5日,乾燥,強風,波浪,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,溶接機・切断機,曇,7,58,発令無,北西,5,
第４方面隊賀来分団,11月11日,強風,濃霧,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,その他,曇,17,71,発令無,北,4,
第１方面隊南大分分団,10月28日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,車両火災,配線器具,晴,16,60,発令無,北北西,4,
第３方面隊判田分団,10月17日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,19,44,発令無,南西,1,
第１方面隊桃園分団,10月29日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,1,建物火災,その他,晴,17,56,発令無,北北西,5,
第１方面隊大道分団,11月1日,,,,,,,,,,,1,火元,部分焼,耐火建築物,6,,建物火災,その他,晴,16,76,発令無,南,1,
第１方面隊桃園分団,10月31日,乾燥,霜,注意報,,,,,,,,1,火元,部分焼,木造建築物,9,,建物火災,こんろ,晴,18,56,発令無,無風状態,0,
第１方面隊滝尾分団,12月2日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,電気機器,晴,13,59,発令無,東北東,1,
第１方面隊滝尾分団,12月15日,強風,波浪,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,7,66,発令無,南,2,
第１方面隊金池分団,11月13日,強風,霜,雷,波浪,注意報,,,,,,,,,,,,その他の火災,放火,雨,12,54,発令無,西,5,
第１方面隊八幡分団,11月12日,強風,波浪,注意報,,,,,,,,,,,,,,その他の火災,たき火,曇,17,70,発令無,北東,1,
第１方面隊滝尾分団,8月30日,,,,,,,,,,,,,,,,,その他の火災,放火,晴,26,90,発令無,無風状態,0,
第４方面隊稙田西部分団,10月18日,乾燥,波浪,,,,,,,,,,,,,,,その他の火災,たき火,晴,21,37,発令無,西南西,2,
,9月1日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,晴,24,77,発令無,北西,2,
第１方面隊滝尾分団,11月2日,,,,,,,,,,,1,火元,部分焼,耐火建築物,9,,建物火災,不明・調査中,晴,13,57,発令無,南西,3,
第５方面隊大在西分団,11月12日,強風,波浪,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,1,建物火災,配線器具,曇,17,71,発令無,北北西,1,
,12月19日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,電気装置,晴,2,61,発令無,南,2,
第１方面隊南大分分団,10月19日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,94,,建物火災,配線器具,晴,24,42,発令無,南西,4,0
第１方面隊南大分分団,10月19日,乾燥,,,,,,,,,,2,類焼,全焼,木造建築物,48,,建物火災,配線器具,晴,24,42,発令無,南西,4,0
第１方面隊南大分分団,10月19日,乾燥,,,,,,,,,,3,類焼,ぼや,木造建築物,,1,建物火災,配線器具,晴,24,42,発令無,南西,4,0
第１方面隊南大分分団,10月19日,乾燥,,,,,,,,,,4,類焼,ぼや,木造建築物,,1,建物火災,配線器具,晴,24,42,発令無,南西,4,0
第１方面隊桃園分団,11月4日,強風,波浪,注意報,,,,,,,,,,,,,,林野火災,火あそび,晴,18,57,発令無,北西,4,
第６方面隊坂ノ市分団,12月3日,乾燥,,,,,,,,,,,,,,,,車両火災,たき火,晴,14,66,発令無,南東,1,0
第２方面隊別保分団,11月5日,雷,注意報,,,,,,,,,,,,,,,その他の火災,溶接機・切断機,雨,22,85,発令無,南,2,
第１方面隊金池分団,11月19日,乾燥,霜,注意報,,,,,,,,,,,,,,その他の火災,放火,晴,15,46,発令無,南,2,
第７方面隊佐賀関上浦分団,11月8日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,,建物火災,溶接機・切断機,晴,20,35,発令無,北西,1,0
第１方面隊滝尾分団,9月1日,,,,,,,,,,,1,火元,部分焼,木造建築物,15,,建物火災,配線器具,晴,27,52,発令無,北北西,1,
第１方面隊中島分団,11月18日,強風,大雨,雷,波浪,,,,,,,1,火元,ぼや,木造建築物,,,建物火災,たばこ,雨,18,98,発令無,北北西,1,
第１方面隊春日分団,11月10日,,,,,,,,,,,1,火元,部分焼,耐火建築物,6,,建物火災,たばこ,曇,17,65,発令無,東北東,3,0
第４方面隊稙田東部分団,11月21日,乾燥,,,,,,,,,,,,,,,,林野火災,不明・調査中,晴,12,59,発令無,東北東,1,
第１方面隊中島分団,12月8日,,,,,,,,,,,,,,,,,車両火災,不明・調査中,晴,10,77,発令無,無風状態,0,
第５方面隊大在東分団,12月22日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,船舶火災,その他,晴,6,50,発令無,西南西,3,
第３方面隊判田分団,10月21日,,,,,,,,,,,,,,,,,林野火災,たき火,晴,20,48,発令無,北,2,
第４方面隊東稙田分団,11月3日,乾燥,,,,,,,,,,,,,,,,その他の火災,火あそび,晴,16,35,発令無,北,4,
第４方面隊稙田東部分団,11月10日,,,,,,,,,,,1,火元,全焼,木造建築物,181,,建物火災,風呂かまど,雨,15,71,発令無,西南西,1,
